3.45	2.4117623166342E-6
3.44998652281629	2.71052774958314E-6
3.44997304573787	3.08037985763399E-6
3.44995956876474	3.53343364056791E-6
3.44994609189691	4.07988265249681E-6
3.44993261513437	4.73646628074142E-6
3.44991913847712	5.54545147901653E-6
3.44990566192515	6.5744462567352E-6
3.44989218547848	7.88799201489887E-6
3.44987870913709	9.51193389797655E-6
3.44986523290099	1.13748951872106E-5
3.44985175677017	1.3217993963921E-5
3.44983828074463	1.45578828660842E-5
3.44982480482437	1.48827164838661E-5
3.4498113290094	1.40510615770362E-5
3.4497978532997	1.24270384121994E-5
3.44978437769528	1.05520020540206E-5
3.44977090219614	8.8017290844622E-6
3.44975742680227	7.32088430999145E-6
3.44974395151367	6.11816851114888E-6
3.44973047633035	5.16094629110508E-6
3.4497170012523	4.40960467196216E-6
3.44970352627952	3.82326064551908E-6
3.44969005141201	3.36503718101344E-6
3.44967657664977	3.00510934747589E-6
3.4496631019928	2.72039686544101E-6
3.44964962744109	2.49319276190985E-6
3.44963615299464	2.31060192690258E-6
3.44962267865346	2.16399445707172E-6
3.44960920441753	2.04672986936494E-6
3.44959573028687	1.95255228008229E-6
3.44958225626147	1.87747053159715E-6
3.44956878234132	1.81975170843174E-6
3.44955530852644	1.77776552978681E-6
3.4495418348168	1.74996904755975E-6
3.44952836121243	1.73524471203113E-6
3.4495148877133	1.73298761563245E-6
3.44950141431943	1.74313965073392E-6
3.44948794103081	1.76620812708528E-6
3.44947446784743	1.80314164133222E-6
3.44946099476931	1.85459107160391E-6
3.44944752179643	1.91860906118002E-6
3.44943404892879	1.98755950575613E-6
3.44942057616641	2.05237346795339E-6
3.44940710350926	2.1155847086396E-6
3.44939363095736	2.18924238315488E-6
3.44938015851069	2.28179212358182E-6
3.44936668616927	2.39659119283253E-6
3.44935321393308	2.53647000181267E-6
3.44933974180214	2.70515467115651E-6
3.44932626977642	2.90639794042757E-6
3.44931279785595	3.1434883085435E-6
3.4492993260407	3.42086010984843E-6
3.44928585433069	3.74773060252132E-6
3.44927238272591	4.13897832185484E-6
3.44925891122635	4.61333013634935E-6
3.44924543983203	5.19238354690366E-6
3.44923196854293	5.90017939716692E-6
3.44921849735906	6.76129524301849E-6
3.44920502628041	7.79568230913075E-6
3.44919155530699	9.01129002950363E-6
3.44917808443879	1.04024647917811E-5
